Total duration: 53.5767s
File: /opt/conda/lib/python3.8/site-packages/torch/autograd/__init__.py
File duration: 31.3149s (58.45%)
Line #|      Hits|         Time| Time per hit|      %|Source code
   112|         0|            0|            0|  0.00%|        # implemented as two ops: padding + conv). `F.pad` accepts paddings in
   113|         0|            0|            0|  0.00%|        # reverse order than the dimension.
   114|         0|            0|            0|  0.00%|        if isinstance(self.padding, str):
   115|         0|            0|            0|  0.00%|            self._reversed_padding_repeated_twice = [0, 0] * len(kernel_size)
   116|         0|            0|            0|  0.00%|            if padding == 'same':
   117|         0|            0|            0|  0.00%|                for d, k, i in zip(dilation, kernel_size,
   118|         0|            0|            0|  0.00%|                                   range(len(kernel_size) - 1, -1, -1)):
   119|         0|            0|            0|  0.00%|                    total_padding = d * (k - 1)
   120|         0|            0|            0|  0.00%|                    left_pad = total_padding // 2
   121|         0|            0|            0|  0.00%|                    self._reversed_padding_repeated_twice[2 * i] = left_pad
   122|         0|            0|            0|  0.00%|                    self._reversed_padding_repeated_twice[2 * i + 1] = (
   123|         0|            0|            0|  0.00%|                        total_padding - left_pad)
   124|         0|            0|            0|  0.00%|        else:
   125|         0|            0|            0|  0.00%|            self._reversed_padding_repeated_twice = _reverse_repeat_tuple(self.padding, 2)
   126|         0|            0|            0|  0.00%|
   127|         0|            0|            0|  0.00%|        if transposed:
   128|         0|            0|            0|  0.00%|            self.weight = Parameter(torch.empty(
   129|         0|            0|            0|  0.00%|                (in_channels, out_channels // groups, *kernel_size), **factory_kwargs))
   130|         0|            0|            0|  0.00%|        else:
   131|         0|            0|            0|  0.00%|            self.weight = Parameter(torch.empty(
   132|         0|            0|            0|  0.00%|                (out_channels, in_channels // groups, *kernel_size), **factory_kwargs))
   133|         0|            0|            0|  0.00%|        if bias:
   134|         0|            0|            0|  0.00%|            self.bias = Parameter(torch.empty(out_channels, **factory_kwargs))
   135|         0|            0|            0|  0.00%|        else:
   136|         0|            0|            0|  0.00%|            self.register_parameter('bias', None)
   137|         0|            0|            0|  0.00%|
   138|         0|            0|            0|  0.00%|        self.reset_parameters()
   139|         0|            0|            0|  0.00%|
   140|         0|            0|            0|  0.00%|    def reset_parameters(self) -> None:
   141|         0|            0|            0|  0.00%|        init.kaiming_uniform_(self.weight, a=math.sqrt(5))
   142|         0|            0|            0|  0.00%|        if self.bias is not None:
   143|         0|            0|            0|  0.00%|            fan_in, _ = init._calculate_fan_in_and_fan_out(self.weight)
   144|         0|            0|            0|  0.00%|            bound = 1 / math.sqrt(fan_in)
   145|         0|            0|            0|  0.00%|            init.uniform_(self.bias, -bound, bound)
   146|         0|            0|            0|  0.00%|
   147|         0|            0|            0|  0.00%|    def extra_repr(self):
   148|         0|            0|            0|  0.00%|        s = ('{in_channels}, {out_channels}, kernel_size={kernel_size}'
   149|         0|            0|            0|  0.00%|             ', stride={stride}')
   150|         0|            0|            0|  0.00%|        if self.padding != (0,) * len(self.padding):
   151|         0|            0|            0|  0.00%|            s += ', padding={padding}'
   152|         0|            0|            0|  0.00%|        if self.dilation != (1,) * len(self.dilation):
   153|         0|            0|            0|  0.00%|            s += ', dilation={dilation}'
   154|         0|            0|            0|  0.00%|        if self.output_padding != (0,) * len(self.output_padding):
   155|         0|            0|            0|  0.00%|            s += ', output_padding={output_padding}'
   156|         0|            0|            0|  0.00%|        if self.groups != 1:
   157|         0|            0|            0|  0.00%|            s += ', groups={groups}'
   158|         0|            0|            0|  0.00%|        if self.bias is None:
   159|         0|            0|            0|  0.00%|            s += ', bias=False'
   160|         0|            0|            0|  0.00%|        if self.padding_mode != 'zeros':
   161|         0|            0|            0|  0.00%|            s += ', padding_mode={padding_mode}'
   162|         0|            0|            0|  0.00%|        return s.format(**self.__dict__)
   163|         0|            0|            0|  0.00%|
   164|         0|            0|            0|  0.00%|    def __setstate__(self, state):
   165|         0|            0|            0|  0.00%|        super(_ConvNd, self).__setstate__(state)
   166|         0|            0|            0|  0.00%|        if not hasattr(self, 'padding_mode'):
   167|         0|            0|            0|  0.00%|            self.padding_mode = 'zeros'
   168|         0|            0|            0|  0.00%|
   169|         0|            0|            0|  0.00%|
   170|         0|            0|            0|  0.00%|class Conv1d(_ConvNd):
   171|         0|            0|            0|  0.00%|    __doc__ = r"""Applies a 1D convolution over an input signal composed of several input
   172|         0|            0|            0|  0.00%|    planes.
   173|         0|            0|            0|  0.00%|
   174|         0|            0|            0|  0.00%|    In the simplest case, the output value of the layer with input size
   175|         0|            0|            0|  0.00%|    :math:`(N, C_{\text{in}}, L)` and output :math:`(N, C_{\text{out}}, L_{\text{out}})` can be
   176|         0|            0|            0|  0.00%|    precisely described as:
